URL,Title,Description,Keyword(s),Deprecation Status,Published Date,Updated Date
"https://www.linode.com/docs/guides/use-mongodb-to-store-application-data-on-ubuntu-10-04-lucid","Use MongoDB to Store Application Data on Ubuntu 10.04 (Lucid)","Install MongoDB for use in application development on Ubuntu 10.04 (Lucid).","","true","2010-05-03","2013-09-24"
"https://www.linode.com/docs/guides/getting-started-with-mongodb","Getting Started with MongoDB","MongoDB gives you a flexible and less rigid way to store your data than traditional relational databases. This tutorial gives everything you need to start using MongoDB.","mongodb tutorial, getting started mongodb, basic mongodb commands","false","2023-02-28",""
"https://www.linode.com/docs/guides/a-shell-script-to-automatically-backup-mongodb-databases","Automatically Backup Mongodb Databases Using Bash Scripting","In this guide, you learn how to create a Bash script that creates a backup of all current MongoDB databases. The MongoDB backup is in a .tar file format and is configured to be uploaded to a Linode object storage bucket. You also learn how to configure a Cron job that automatically runs the backup script daily.","bash, backup, mongodb, object storage, cron, linux","false","2022-04-04",""
"https://www.linode.com/docs/guides/mongodb-community-shell-installation","Install and Use the MongoDB Community Shell","This tutorial explains how to install the MongoDB Community Shell on macOS, Windows 10, and Debian-based Linux systems.","mongodb community shell, mongosh, mongodb","false","2021-12-10",""
"https://www.linode.com/docs/guides/install-mongodb-on-ubuntu-16-04","Installing MongoDB on Ubuntu 16.04 (Xenial)","Install MongoDB for document-oriented data storage on Ubuntu 16.04 (Xenial).","","true","2016-05-20",""
"https://www.linode.com/docs/guides/use-mongodb-to-store-application-data-on-fedora-12","Use MongoDB to Store Application Data on Fedora 12","MongoDB is a database engine that provides access to non-relational key-value databases. This guide provides you instructions for installing it on Fedora 12.","","true","2010-03-22","2011-04-29"
"https://www.linode.com/docs/guides/build-database-clusters-with-mongodb","Building Database Clusters with MongoDB","This guide provides you with instructions for installing, configuring, and scaling the MongoDB database for use in clustered environments on the Linux OS.","mongodb, nosql, clusters, databases","false","2010-09-30",""
"https://www.linode.com/docs/guides/use-mongodb-to-store-application-data-on-fedora-13","Use MongoDB to Store Application Data on Fedora 13","MongoDB is a database engine that provides access to non-relational key-value databases. This guide provides you instructions for installing it on Fedora 13.","","true","2010-05-27","2011-04-29"
"https://www.linode.com/docs/guides/creating-a-mongodb-replication-set-on-ubuntu-12-04-precise","Creating a MongoDB Replication Set on Ubuntu 12.04 (Precise)","This guide will show you how to configure a MongoDB Replica Set (aka cluster) with primary-secondary replication and automatic failover on Ubuntu 12.04 'Precise Pangolin'.","","true","2014-04-09",""
"https://www.linode.com/docs/guides/use-mongodb-to-store-application-data-on-fedora-14","Use MongoDB to Store Application Data on Fedora 14","MongoDB is a database engine that provides access to non-relational key-value databases. This guide provides you instructions for installing it on Fedora 14.","","true","2010-11-23","2013-09-24"
"https://www.linode.com/docs/guides/install-and-secure-memcached-on-debian-11-and-ubuntu-2204","Install and Secure Memcached on Debian 11 and Ubuntu 22.04","Learn how to install and configure Memcached on Debian and Ubuntu, and then secure your installation using SASL authentication and firewall rules.","memcached, debian, ubuntu, sasl, secure memcached","false","2024-06-03",""
"https://www.linode.com/docs/guides/how-to-install-apache-cassandra-on-ubuntu-18-04","Installing Apache Cassandra on Ubuntu 18.04","This guide presents instructions to deploy a scalable and development-driven NoSQL database with Apache Cassandra for Ubuntu 18.04.","","false","2018-09-24","2022-05-16"
"https://www.linode.com/docs/guides/set-up-a-cassandra-node-cluster-on-ubuntu-and-centos","Setting Up a Cassandra Node Cluster ","This guide instructs you through the steps that deploy a production-ready Apache Cassandra node cluster","cassandra, apache-cassandra, centos 7, ubuntu 16.04, database, nosql","false","2017-06-24","2022-05-16"
"https://www.linode.com/docs/guides/how-to-install-apache-cassandra-on-debian-9","Install Apache Cassandra on Debian 9","This guide presents instructions to deploy a scalable and development-driven NoSQL database with Apache Cassandra for Debian 9.","","true","2020-01-30",""
"https://www.linode.com/docs/guides/how-to-install-apache-cassandra-on-centos-7","Installing Apache Cassandra on CentOS 7","This guide will show you how to deploy a scalable and development-driven NoSQL database with Apache Cassandra on a Linode running CentOS 7.","","false","2017-06-12","2022-05-16"
"https://www.linode.com/docs/guides/install-cassandra-across-multiple-data-centers","How to Install Cassandra Across Multiple Data Centers","This guide introduces the Cassandra distributed database and explains how to install, configure, and use it.","install Cassandra, configure Cassandra, Cassandra CQL, create keyspace Cassandra","false","2023-08-22",""
"https://www.linode.com/docs/guides/how-to-install-apache-cassandra-on-centos-8","Install Apache Cassandra on CentOS 8","This guide presents instructions to deploy a scalable and development-driven NoSQL database with Apache Cassandra for CentOS 8.","","false","2020-01-30",""
"https://www.linode.com/docs/guides/how-to-install-and-set-up-hadoop-cluster","How to Install and Set Up a 3-Node Hadoop Cluster","This Linode guide will show you how to install and set up a 3-node Hadoop cluster.","Hadoop, YARN, HDFS","false","2017-10-13","2017-10-16"
"https://www.linode.com/docs/guides/install-configure-run-spark-on-top-of-hadoop-yarn-cluster","Running Spark on Top of a Hadoop YARN Cluster","This guide shows you how to install, configure, and run Spark on top of a Hadoop YARN cluster.","spark, hadoop, yarn, hdfs","false","2017-10-20","2017-10-23"
"https://www.linode.com/docs/guides/create-an-ssh-tunnel-for-mysql-remote-access","Create an SSH Tunnel for MySQL Remote Access","This guide will show you how to gain remote access to your MySQL server and database through PuTTY or similar mysql-client using an SSH Tunnel.","MySQL tunnel, MySQL over SSH, SSH tunnel, MySQL client","false","2010-01-06","2018-03-05"
"https://www.linode.com/docs/guides/install-mysql-on-ubuntu-14-04","Install MySQL on Ubuntu 14.04","This guide shows how to get started with the popular database app MySQL, as well as how to install the application on Ubuntu 14.04.","","true","2012-10-08","2015-08-26"
"https://www.linode.com/docs/guides/use-mysql-relational-databases-on-ubuntu-10-10-maverick","Use MySQL Relational Databases on Ubuntu 10.10 (Maverick)","Getting started with MySQL for web and server applications on Ubuntu 10.10 Maverick","","true","2010-10-21","2012-10-08"
"https://www.linode.com/docs/guides/an-overview-of-mysql","What Is MySQL: An Overview","Learn what MySQL is, how it’s commonly used, and how it compares to other databases.","what is mysql, sql vs mysql, mysql overview","false","2022-01-07","2022-06-06"
"https://www.linode.com/docs/guides/list-tables-in-mysql-and-mariadb","List Tables in MySQL and MariaDB","Learn how to list tables in MySQL and MariaDB using the command line (CLI). You also learn how to list tables using MySQL Workbench.","mysql list tables, mysql list table names, mysql list table fields, mariadb list tables","false","2021-08-20",""
"https://www.linode.com/docs/guides/deploy-mysql-relational-databases-on-ubuntu-12-04-precise-pangolin","Deploy MySQL Relational Databases on Ubuntu 12.04","Get Started with MySQL for Web and Server Applications on Ubuntu 12.04 LTS (Precise Pangolin).","mysql, ubuntu 12.04, mysql ubuntu, mysql on linux, mysql Linode","true","2012-10-08","2015-09-11"
"https://www.linode.com/docs/guides/use-mysql-relational-databases-on-debian-5-lenny","Use MySQL Relational Databases on Debian 5 (Lenny)","Getting started with MySQL for web and server applications on Debian Lenny.","","true","2009-08-07","2012-10-08"
"https://www.linode.com/docs/guides/how-to-install-mysql-on-debian-8","How to Install MySQL on Debian 8","This article is a guide to getting started with the popular database management system software, MySQL, including how to install the service on Debian 8.","","true","2015-06-12","2015-08-26"
"https://www.linode.com/docs/guides/use-mysql-relational-databases-on-debian-6-squeeze","Use MySQL Relational Databases on Debian 6 (Squeeze)","Get started with MySQL for web and server applications on Debian 6 (Squeeze).","","true","2011-01-26","2014-01-14"
"https://www.linode.com/docs/guides/install-mysql-phpmyadmin-debian-7","How to Install MySQL with phpMyAdmin on Debian 7","This guide will show you how to install and configure phpMyAdmin to manage MySQL databases and users though a web interface and GUI on Debian 7.","","true","2014-01-02","2015-09-16"
"https://www.linode.com/docs/guides/how-to-install-mysql-on-debian-7","How to Install MySQL on Debian 7","This article is a guide to getting started with the popular database management system software, MySQL, including how to install the service on Debian 7.","","true","2014-01-14","2017-09-05"
"https://www.linode.com/docs/guides/manage-mysql-with-phpmyadmin-on-ubuntu-10-10-maverick","Manage MySQL with phpMyAdmin on Ubuntu 10.10 (Maverick)","This guide will show you how to use phpMyAdmin to manage and maintain MySQL databases and users though a web interface on Ubuntu 10.10 'Maverick'.","","true","2011-01-10","2013-09-24"
"https://www.linode.com/docs/guides/manage-mysql-with-phpmyadmin-on-ubuntu-9-10-karmic","Manage MySQL with phpMyAdmin on Ubuntu 9.10 (Karmic)","This guide will show you how to use phpMyAdmin to manage and maintain MySQL databases and users though a web interface on Ubuntu 9.10 'Karmic'.","","true","2010-04-17","2011-05-17"
"https://www.linode.com/docs/guides/using-mysql-relational-databases-on-arch-linux","Using MySQL Relational Databases on Arch Linux","Getting started with MySQL for web and server applications on Arch Linux.","","true","2011-04-05","2014-01-23"
